# tau_s   eta_s     t_dec    e_dec
1.26057	0.132986	166.972	0.550349
1.83007	0.0938525	132.763	0.253709
1.70074	0.102275	148.343	0.360704
1.52346	0.10513	111.626	0.142751
0.143667	0.0193437	151.616	0.38611
0.361244	0.151217	157.014	0.430356
0.941508	0.131165	106.748	0.12244
0.15888	0.0886823	116.641	0.165678
0.196059	0.0450351	152.126	0.390167
1.00212	0.0793301	128.785	0.229918
1.84661	0.115292	105.703	0.118344
1.5944	0.132062	105.03	0.115752
0.963634	0.036603	157.654	0.4358
1.22386	0.0219159	144.975	0.335649
0.283367	0.0128444	102.448	0.106156
0.84665	0.132201	114.645	0.156302
0.435656	0.0152834	127.81	0.224296
1.09389	0.0791148	137.516	0.283979
1.77008	0.117421	146.789	0.349007
0.542525	0.0652863	118.193	0.173196
1.13893	0.107096	144.736	0.333912
0.682067	0.140284	112.35	0.145931
0.314474	0.148158	116.434	0.16469
0.51602	0.0681003	144.862	0.334826
0.571043	0.126712	157.387	0.433521
0.880523	0.149257	111.21	0.140944
1.53684	0.0804735	162.194	0.475639
0.668034	0.0622766	138.481	0.290373
1.11884	0.0340742	115.491	0.160237
0.145541	0.104981	119.824	0.181312
1.4251	0.0469016	157.102	0.431102
0.455489	0.100439	139.351	0.296211
0.481642	0.117567	132.51	0.252152
1.15802	0.083364	115.79	0.16164
0.18596	0.00819986	138.512	0.290579
1.25707	0.0710535	161.215	0.466857
1.36969	0.140346	143.462	0.32475
0.453357	0.0111179	145.631	0.340442
0.712094	0.0366574	131.959	0.248787
1.84419	0.12175	155.923	0.421175
1.07848	0.0997289	129.053	0.231477
1.16811	0.15016	117.514	0.169882
0.398627	0.00636904	130.066	0.237427
1.6119	0.0181324	121.152	0.188086
0.702579	0.0580662	129.249	0.23262
1.24633	0.103265	133.987	0.261313
0.717851	0.0179628	105.531	0.117678
0.14151	0.0599657	120.915	0.186866
0.873305	0.136203	137.871	0.286319
1.16205	0.101414	162.602	0.479326
0.765859	0.0441214	111.147	0.140671
1.87041	0.0617752	157.799	0.437034
0.162989	0.0925056	125.602	0.211869
1.54884	0.035977	142.978	0.321304
0.877798	0.0373382	139.708	0.298626
0.814329	0.132768	126.766	0.218368
1.00859	0.0637372	129.546	0.234359
1.89637	0.0135079	165.219	0.50659
0.265296	0.0794862	163.319	0.485849
0.470934	0.060135	147.798	0.356577
1.65222	0.0498409	162.389	0.477398
1.46264	0.0288299	151.303	0.383637
1.04072	0.116358	127.979	0.225264
0.223573	0.108199	107.849	0.126854
1.12638	0.0671844	156.102	0.422673
0.472182	0.0523981	160.939	0.464407
1.79764	0.127589	104.666	0.114366
1.56795	0.150663	126.712	0.218064
1.0872	0.106835	110.168	0.136477
1.37597	0.109686	128.708	0.22947
0.30306	0.128917	114.426	0.155294
0.119975	0.151843	103.309	0.109294
1.66759	0.141807	157.84	0.437385
0.705159	0.0075412	166.221	0.5312
1.13373	0.152999	141.008	0.307525
1.36078	0.0118215	118.304	0.173742
1.01973	0.0160611	109.673	0.134386
0.335623	0.0905333	147.304	0.352857
0.619104	0.0927776	113.094	0.149247
1.7635	0.0952557	108.518	0.129583
0.938121	0.0369357	123.071	0.198137
1.82934	0.0744825	110.807	0.139206
0.710729	0.0337601	164.22	0.494119
0.213263	0.0751016	109.88	0.135257
0.457166	0.139821	124.173	0.204047
0.746744	0.0848231	131.399	0.245392
1.51857	0.0472275	119.171	0.178036
1.28263	0.074211	138.943	0.293464
0.559618	0.150053	134.167	0.262441
1.89404	0.0553224	127.311	0.221449
0.892971	0.0866885	127.403	0.221973
1.81822	0.13356	151.825	0.387769
1.09578	0.041154	132.4	0.251477
0.563155	0.121564	147.72	0.355988
1.77616	0.0991845	158.827	0.445882
0.954255	0.134126	164.361	0.495426
1.12561	0.139581	151.397	0.384377
0.18664	0.12782	164.445	0.496204
0.346749	0.035185	146.535	0.347119
